winery,wine_name,wine_type,wine_country,average_rating,num_of_ratings,wine_price,grapes,alcohol_content,reviews
Caposaldo,Moscato N.V.,Sparkling wine,Italy,4.3,589,,,,
Nautilus,Sauvignon Blanc 2020,White wine,New Zealand,4.2,76,14.88,,,
Campbells,Rutherglen Tokay N.V.,Dessert wine,Australia,3.5,103,,,,
César Florido,Moscatel Dorado N.V.,Fortified Wine,Spain,4.0,192,,,,
Conte di Campiano,Primitivo di Manduria 2015,Red wine,Italy,4.2,10116,15.95,,,
Reeve,Vecino Vineyard Rosé of Pinot Noir 2019,Rosé wine,United States,4.0,32,26.99,,,
Le Roi des Pierres,Sancerre 2019,White wine,France,4.2,26,27.99,,,
Lolea,No. 1 Red Sangria Frizzante N.V.,Sparkling wine,Spain,4.1,1576,,,,
Georg Albrecht Schneider,Niersteiner Hipping Riesling Spätlese 2016,Dessert wine,Germany,4.2,33,21.95,,,
Churchill's,Crusted Port N.V.,Fortified Wine,Portugal,4.0,495,,,,
Jorge Ordóñez,No. 2 Victoria 2010,Dessert wine,Spain,4.3,87,24.99,,,
Alto Moncayo,Garnacha 2018,Red wine,Spain,4.4,79,44.99,,,
Château de Berne,Inspiration Rosé 2019,Rosé wine,France,3.9,331,20.39,,,
Quady,Electra White (California Moscato) 2019,Dessert wine,United States,3.9,30,13.99,,,
Alvear,Solera 1927 Pedro Ximénez 1927,Fortified Wine,Spain,4.3,1299,34.99,,,
Gonzalez-Byass,Nectar Pedro Ximenez Sherry (Dulce) N.V.,Fortified Wine,Spain,4.0,6007,34.99,,,
Antinori,Tenuta Guado al Tasso Scalabrone Bolgheri Rosato 2018,Rosé wine,Italy,4.0,1244,27.99,,,
Cirelli,Cerasuolo d'Abruzzo 2018,Rosé wine,Italy,4.0,181,36.99,,,
Volcanes,Parinacota Limited Edition Syrah - Carignan 2017,Red wine,Chile,4.3,187,33.99,,,
Château Guiraud,Petit Guiraud Sauternes 2010,Dessert wine,France,3.9,447,29.99,,,
Clos des Rocs,Les Barres Pouilly-Loché 2017,White wine,France,4.2,39,30,,,
Johan Vineyards,Pétillant Naturel Pinot Noir 2019,Sparkling wine,United States,4.0,43,29.99,,,
Santa Rita,Triple C Red Blend 2015,Red wine,Chile,4.2,1333,38.99,,,
Riunite,Lambrusco Emilia Rosé N.V.,Rosé wine,Italy,4.0,800,,,,
Barker's Marque,ranga.ranga Sauvignon Blanc 2020,White wine,New Zealand,4.2,49,11.99,,,
Ramos Pinto,Collector Reserva Ruby Port N.V.,Fortified Wine,Portugal,3.8,1082,,,,
El Enemigo,Chardonnay 2018,White wine,Argentina,4.3,2179,23.99,,,
Casa Madero,3V Cabernet Sauvignon - Merlot - Tempranillo 2018,Red wine,Mexico,4.2,1720,23.99,,,
Château Romer du Hayot,Sauternes (Grand Cru Classé) 2007,Dessert wine,France,4.2,26,,,,
Tenimenti Ca'Bianca,Brachetto d'Acqui 2018,Sparkling wine,Italy,4.1,42,17.99,,,
Von Winning,Pinot Noir Rosé 2019,Rosé wine,France,3.9,63,24.99,,,
Krohn,Porto Valdouro Ruby Port N.V.,Fortified Wine,Portugal,3.8,5096,,,,
Sandeman,Apitiv Reserve White Porto N.V.,Fortified Wine,Portugal,3.8,180,,,,
Viña Cobos,Cocodrilo Red Blend 2017,Red wine,Argentina,4.3,4951,29.99,,,
Domaine La Tour Vieille,Reserva Banyuls 2015,Dessert wine,France,4.2,51,42.99,,,
Quinta de Santa Eufémia,20 Years Old White Port N.V.,Fortified Wine,Portugal,4.3,108,,,,
Landhaus Mayer,Riesling 2018,White wine,Austria,4.2,524,23.99,,,
Contratto,Millesimato Pas Dosé 2015,Sparkling wine,Italy,4.0,111,31.99,,,
C. da Silva,Dalva Tawny Porto N.V.,Fortified Wine,Portugal,3.8,550,,,,
Gramona,Gessamí 2019,White wine,Spain,4.2,891,18.99,,,
Leone de Castris,Five Roses Salento 2019,Rosé wine,Italy,3.9,102,26.99,,,
Ultimate Provence,UP Rosé 2019,Rosé wine,France,4.1,480,22.99,,,
Vietti,Cascinetta Moscato d'Asti 2020,Sparkling wine,Italy,4.3,79,14.99,,,
Pine Ridge,Sparkling Chenin Blanc - Viognier N.V.,Sparkling wine,United States,4.2,25,,,,
Le Charmel,Côtes de Provence Rosé 2018,Rosé wine,France,3.9,180,18.99,,,
Stella Rosa,Stella Bianco N.V.,Sparkling wine,Italy,4.1,1062,,,,
Orin Swift,Abstract 2018,Red wine,United States,4.2,1864,37.99,,,
Clos Lapeyre,La Magendia 2016,Dessert wine,France,3.9,118,19.95,,,
Belle Glos,Clark & Telephone Vineyard Pinot Noir 2019,Red wine,United States,4.4,306,29.57,,,
Antoine Moueix,La Fleur Renaissance Sauternes 2016,Dessert wine,France,3.6,116,19.99,,,
Clos Saint Michel,Domaine Guy Mousset Côtes du Rhône Rosé 2020,Rosé wine,France,4.2,46,18.99,,,
Pascal Jolivet,Sancerre Rosé 2019,Rosé wine,France,4.2,29,20.99,,,
Italo Cescon,Friuli Grave Pinot Grigio 2019,White wine,Italy,4.4,1424,20,,,
Lady A,Provence Rosé 2018,Rosé wine,France,4.0,51,24,,,
Equipo Navazos,La Bota 44 de Blanco N.V.,Fortified Wine,Spain,3.8,196,,,,
Beaumont,Hope Marguerite 2019,White wine,South Africa,4.3,92,34.99,,,
Frog's Leap,PINK (La Grenouille Rouganté) 2019,Rosé wine,United States,3.9,97,17.99,,,
Toad Hollow,Risqué (Methode Ancestrale) N.V.,Sparkling wine,France,4.1,693,,,,
Mercat,Cava Brut Rosé N.V.,Sparkling wine,Spain,4.1,247,,,,
La Rioja Alta,Viña Ardanza Reserva Selección Especial 2012,Red wine,Spain,4.3,494,36.99,,,
MacPhail,The Flyer Pinot Noir 2018,Red wine,United States,4.3,32,39,,,
Maison de Grand Esprit,Marquis de La Mystèriale Extra Dry Champagne N.V.,Sparkling wine,France,4.1,1180,,,,
Ettore Germano,Alta Langa Extra Brut 2015,Sparkling wine,Italy,4.0,165,38.99,,,
Château Pigoudet,Première Rosé 2016,Rosé wine,France,3.9,489,14.99,,,
Giesen,The Brothers Late Harvest Sauvignon Blanc 2013,Dessert wine,New Zealand,4.3,110,,,,
Château Rieussec,Carmes de Rieussec Sauternes 2009,Dessert wine,France,4.2,543,36.99,,,
Sandeman,10 Years Old Tawny Porto N.V.,Fortified Wine,Portugal,4.1,2365,,,,
Taylor's,Late Bottled Vintage Port 2015,Fortified Wine,Portugal,4.0,787,24.95,,,
Stella Rosa,Imperiale Orange Moscato N.V.,Sparkling wine,Italy,4.2,149,,,,
Francis Ford Coppola Winery,Sofia Rosé 2018,Rosé wine,United States,3.9,548,16.99,,,
Willi Haag,Brauneberger Juffer Sonnenuhr Riesling Auslese 2018,Dessert wine,Germany,3.9,35,34.99,,,
Château Tour du Moulin,Les Terres Rouges Fronsac 2016,Red wine,France,4.4,46,25,,,
Bully Hill,Banty Red N.V.,Dessert wine,United States,3.7,168,,,,
Château Laribotte,Sauternes 2015,Dessert wine,France,4.2,101,21.41,,,
Luca,Chardonnay (G Lot) 2018,White wine,Argentina,4.3,820,34.99,,,
Rozès,Reserve White Port N.V.,Fortified Wine,Portugal,3.9,342,,,,
Cacique Maravilla,Moscatel de Alejandria 2020,White wine,Chile,4.4,162,22.99,,,
Domaine Nico,Grand Mère Pinot Noir 2018,Red wine,Argentina,4.4,72,30.99,,,
Alexana,Terroir Series (Terroir Selection) Chardonnay 2016,White wine,United States,4.2,51,29.99,,,
Bieler Père et Fils,Rosé (Cuvée Sabine) 2019,Rosé wine,France,3.9,1129,12.99,,,
Alvear,Pedro Ximénez de Añada 2015,Fortified Wine,Spain,3.9,265,26.99,,,
W. & J. Graham's,Fine Tawny Port N.V.,Fortified Wine,Portugal,3.8,2226,,,,
Gilles Noblet,La Collonge Mâcon-Fuissé 2018,White wine,France,4.2,42,30.99,,,
Claus Preisinger,Rózsa Libre 2018,Rosé wine,Austria,4.3,40,23,,,
Arzuaga,Ribera del Duero Crianza 2018,Red wine,Spain,4.3,483,35,,,
Barboursville,Brut Rosé Cuvée 1814 N.V.,Sparkling wine,United States,4.1,184,,,,
Bodegas Dios Baco,Oloroso N.V.,Fortified Wine,Spain,4.0,146,18,,,
Broc Cellars,Koukou Cabernet Franc 2019,Red wine,United States,4.3,99,30.99,,,
Gonzalez-Byass,Leonor Palo Cortado Seco N.V.,Fortified Wine,Spain,4.1,1236,38.99,,,
Miraval,Côtes de Provence Rosé 2020,Rosé wine,France,3.9,122,24.99,,,
J. Lassalle,Cachet Or Brut Champagne Premier Cru N.V.,Sparkling wine,France,4.2,341,36.95,,,
Dr. Loosen,Riesling Spätlese Erdener Treppchen 2014,White wine,Germany,4.2,183,29.99,,,
Schramsberg,Brut Rosé Mirabelle N.V.,Sparkling wine,United States,4.0,1582,,,,
Giusti,Asolo Prosecco Superiore Brut N.V.,Sparkling wine,Italy,4.0,667,,,,
Cantine due Palme,Pillastro Nero 2018,Red wine,Italy,4.3,110,19.95,,,
Arceno,Strada al Sasso Chianti Classico Gran Selezione 2017,Red wine,Italy,4.3,34,34.99,,,
Château de Myrat,Sauternes (Grand Cru Classé) 2012,Dessert wine,France,4.2,76,,,,
Gavalas,Santorini 2019,White wine,Greece,4.2,222,34.95,,,
Horácio Simões,Bastardo 2013,Dessert wine,Portugal,4.4,93,,,,
Bartenura,Limited Edition Demi-Sec N.V.,Sparkling wine,Italy,4.1,57,,,,
Fess Parker,Santa Rita Hills Pinot Noir 2019,Red wine,United States,4.3,35,28.99,,,
COS,Zibibbo in Pithos 2018,White wine,Italy,4.2,140,37.99,,,
Ordóñez,Nisia Las Suertes Verdejo Old Vines 2017,White wine,Spain,4.2,242,29.99,,,
MacRostie,Wildcat Mountain Vineyard Chardonnay 2016,White wine,United States,4.2,72,38.75,,,
Chandon,Étoile Rosé N.V.,Sparkling wine,United States,4.1,870,,,,
Domaine Carneros,Brut 2015,Sparkling wine,United States,4.1,533,33.99,,,
Domaine de Sulauze,Pomponette Coteaux d'Aix-en-Provence Rosé 2020,Rosé wine,France,4.1,113,19.99,,,
Jean-Pierre Vacher & Fils,Sancerre Blanc 2019,White wine,France,4.2,57,24.47,,,
Wölffer Estate,Summer In A Bottle Rosé 2020,Rosé wine,United States,4.1,67,24.47,,,
Dow's,10 Years Old Tawny Port N.V.,Fortified Wine,Portugal,4.0,3750,,,,
Château Suduiraut,Castelnau de Suduiraut Sauternes 2013,Dessert wine,France,4.1,270,41.99,,,
Ferreira,Dona Antonia Reserva Branco Porto N.V.,Fortified Wine,Portugal,4.0,1012,22.99,,,
Tokara,Director's Reserve White 2016,White wine,South Africa,4.2,238,38.99,,,
Stella Rosa,Moscato N.V.,Sparkling wine,Italy,4.2,1434,,,,
Anthony Thevenet,Cuvée Julia Morgon Côtes du Py Vieilles Vignes 2018,Red wine,France,4.3,54,29.99,,,
Domaine du Vieux Lazaret,Châteauneuf-du-Pape 2017,Red wine,France,4.2,2479,34.89,,,
Chaumeau Balland et Fils,La Maison d'Anaïs Sancerre 2019,White wine,France,4.2,80,29.99,,,
Bayten,Sauvignon Blanc 2019,White wine,South Africa,4.2,120,18.99,,,
Szent Tamás,Mad Late Harvest 2014,Dessert wine,Hungary,4.1,41,29.99,,,
Roumazeilles,Château Haut-Mayne Sauternes 2016,Dessert wine,France,4.1,88,,,,
Fakin,Rosé 2018,Rosé wine,Croatia,4.1,30,23.99,,,
Harveys,Bristol Cream Solera Sherry N.V.,Fortified Wine,Spain,3.8,141,,,,
Goldeneye,Pinot Noir Rosé 2018,Rosé wine,United States,3.9,59,33.61,,,
Lieu Dit,Melon 2019,White wine,United States,4.2,127,23.50,,,
Turley,Old Vines Zinfandel 2018,Red wine,United States,4.3,403,28.95,,,
Weszeli,Eden Rosé 2019,Rosé wine,Austria,3.9,68,21.99,,,
Klinker Brick,Marisa Vineyard Old Vine Zinfandel 2016,Red wine,United States,4.3,64,38.99,,,
Vietti,Cascinetta Moscato d'Asti 2019,Sparkling wine,Italy,4.2,480,15.99,,,
Stella Rosa,Platinum N.V.,Sparkling wine,Italy,4.0,572,,,,
Lustau,San Emilio Pedro Ximénez Sherry (Solera Reserva) N.V.,Fortified Wine,Spain,4.0,2500,,,,
Dow's,Fine White Port N.V.,Fortified Wine,Portugal,3.8,983,,,,
Belle Glos,Las Alturas Vineyard Pinot Noir 2018,Red wine,United States,4.4,2831,33.97,,,
Morgan,Twelve Clones Pinot Noir 2018,Red wine,United States,4.3,52,25.99,,,
Matthiasson,Rosé 2020,Rosé wine,United States,4.4,29,24.95,,,
Schlink Haus,Riesling 2018,Dessert wine,Germany,3.9,92,13.76,,,
Trimbach,Gewurztraminer Alsace Vendanges Tardives 2014,Dessert wine,France,4.2,90,,,,
Horácio Simões,Moscatel Roxo 2013,Dessert wine,Portugal,4.3,37,,,,
Maculan,Torcolato 2017,Dessert wine,Italy,4.2,35,50.99,,,
Chateau Ste. Michelle,Canoe Ridge Estate Merlot 2018,Red wine,United States,4.3,27,25.49,,,
Pascal Jolivet,Sancerre Les Caillottes Blanc 2017,White wine,France,4.2,195,37.99,,,
Milan Nestarec,Forks and Knives White 2018,Sparkling wine,Czech Republic,4.1,271,29.99,,,
Monte del Frá,Bardolino Chiaretto 2018,Rosé wine,Italy,3.9,380,12.99,,,
Domaine La Tour Vieille,Rimage Banyuls 2016,Dessert wine,France,4.0,47,34.99,,,
Château l'Espérance,Cuvée Trois Frères Blaye - Côtes de Bordeaux 2015,Red wine,France,4.3,32,20,,,
Domaine La Bernarde,Les Hauts du Luc Côtes de Provence Rosé 2019,Rosé wine,France,3.9,163,18.99,,,
Martinelli,Jackass Hill Muscat Alexandria 2014,Dessert wine,United States,4.2,25,,Muscat Blanc,,"Tasted this at the winery. Discovered sweet wines can be good. Bought one bottle...mistake...should have bought a case. The Muscat grapes are grown on Martinelli's Jackass Hill, known for a most excellent Zinfandel.,Interesting nose. lavender thyme combined with slight apricot tones. Not on the sweet side. Very nice sweet wine.,I eat of tasting. A chance to get a taste of Jackass Hill."
Tabali,Talinay Chardonnay 2015,White wine,Chile,4.2,52,14.95,100% Chardonnay,,"Fantastic fresh cabernet from Chile.,Quite interesting wine recommended by a friend. Yellow/green bright color, smell of lemon and lime. Taste is unique, at first it is sweet sauerkraut with grass, but it is rather sweet. Then there is an attack of acidity with short finish. Interesting!,Very fresh Chardonnay. Perfect complex."
Fritz Haag,Brauneberger Juffer Riesling Auslese 2018,Dessert wine,Germany,4.3,27,37.99,Riesling,,"91/100 Gorgeous sweet Riesling. About 100 g/L of RS. This is white fruit driven with lemony acidity. The wine is perfectly balanced for a sweet wine. The finish is like a sweet tart. Long finish.,Very tasty! I the nose is very expressive smells a bit like roses and a bit of stone.. Maybe a bit of yeast. A lot of peach and apple in the mouth. It has a very nice and equilibrated acidity that is not always achieved by the Auslese wines. The nore you smell it and you taste it the more notes you find.. Quite complex wine for being so young. I loved it.,4.1/5 ⭐️ Sweeter than Spätlese otherwise similar."
Keep Wines,David Girard Vineyard Counoise 2019,Red wine,United States,4.3,26,34.99,,,"Light red in color, like a Pinot Noir, but with a cloudy swirl to it. Big red fruit. Nice blend of Strawberry and Cranberry. Tangy and dry with a Smokey/pepper influx. Very interesting profile, mild oak and nut. Nice complexity. Cheers from AZ!,Yum. Perfect, light bodied summer wine.,Good natural - tangy"
Birichino,Malvasia Bianca 2019,White wine,United States,4.2,46,24.99,100% Malvasia,,"Lemon, lime, peach, honey, melon, chalk.,Delicious crisp, aromatic. Lychee, melon, citrus, honeysuckle, saline.,Lychee on the nose. Bitter orange peel on the palate. Light and refreshing."
Gassier,Esprit Gassier 2019,Rosé wine,France,4.0,83,21.95,100% Grenache,,"Beautiful rose, light and mineral with hints of strawberry, watermelon, pure joy to drink on its own as an aperitif drink or to have some cheese and olives with it.,Pale to medium pink. 13.5%. Notes of peach, strawberry, apricot, grapefruit and some minerality on the nose. Palate confirms the nose. Medium minus body, dry and medium acidity. Good rose. Great for warm days or for most meal pairings.,Terrific entry-level rosé from a long-time vintner in ( Sainte Victoria region) Provence. Delicate pink color with unexpected heady aromas: raspberry, red currants, white peach & mint. Dry, bright, fresh & round, fruit-forward palate. Tastes: wild strawberries, limes, other citrus, green herbs, black pepper. Blend: primarily Grenache & Syrah along with Cinsault, Semillion. WE: 89. 13% ABV. Worth seeking out!"
Colosi,Passito 2015,Dessert wine,Italy,4.1,98,32.99,Muscat Blanc,,"A gift for Sunday lunch. Brought back wonderful memories of eating and drinking our way through Sicily a couple of years ago. Extremely complex with raisins, nuts, honey. Viscous in the mouth. Unstoppable!,Fruity,sweet very very yammy,Rose almost but good"
Mar de Frades,Rías Baixas Albariño 2019,White wine,Spain,4.2,3093,27.99,100% Albariño,12.5,"One of the best I've had. Hay on the nose, fresh and citrus mainly lemon and gooseberry on the palete. Superbly refreshing, delicate and crispy. Top quality.,It was a magnum. I was seriously impressed with the unbelievable eastern fruits aroma and mineral body. The best price for money. If you see it - drink it.,Forget the bottle. Peach, sea spray, chalk, citrus. Medium plus acid, medium body and alcohol. Lovey finish. Just unreal. If you want to taste Albariño as it should be. Taste this"
Château Filhot,Sauternes (Grand Cru Classé) 2015,Dessert wine,France,4.3,179,,"Sauvignon Blanc, Sémillon, Muscadelle",,"Appearance: clear deel gold. Nose: fully developed, pronounced intens, clean condition. Aromas of honey, vanilla, butterscotch, marzipan, dried apricot, marmelade, passionfruit, pineapple, apricot, orange peel and toffee. Palate: sweet, pronounced intens, high acidity, full body, medium alcohol, long finish. Assessment: outstanding wine. Potential for aging.,1855 2nd growth. Blend of 60% Semillon, 36% Sauvignon Blanc, and 4% Muscadel. 10-30 days fermentation, filter at mth 10 and blend at mth 14. Mature & bottling m20-24. Med gold colour. Very aromatic nutty nose with ginger, orange peel, dried apricot, caramel, oak, almond, dried fig, pineapple, mango, passion fruit. Buttery palate with honey, ripe melon, marmalade, light citrus, smoke. Vibrant and freshing. Still not yet display its full complexity. Can drink in 5-10 years at least. Good wine. 4.3.,My first Sauternes! Not sure how I haven't had this before but, Yum! I've been missing out! 😋 Sweet, beautiful floral honeysuckle aromas and pineapple. Flavors of honey along with stone fruit like pear and yellow apple. Rich, lush with notes of honeysuckle and dried apricot. Citrus on the finish, orange marmalade and lemon curd. Deep yet fresh. Excellent value on this one, I think more sophisticated citrus will develop over time but super approachable now... Medium to full body, great quality wine! 4.3."
